user_id,query,recommendation_count,rec_1_title,rec_1_id,rec_1_categories,rec_1_description,rec_2_title,rec_2_id,rec_2_categories,rec_2_description,rec_3_title,rec_3_id,rec_3_categories,rec_3_description,rec_4_title,rec_4_id,rec_4_categories,rec_4_description,rec_5_title,rec_5_id,rec_5_categories,rec_5_description,rec_6_title,rec_6_id,rec_6_categories,rec_6_description,rec_7_title,rec_7_id,rec_7_categories,rec_7_description,rec_8_title,rec_8_id,rec_8_categories,rec_8_description,rec_9_title,rec_9_id,rec_9_categories,rec_9_description,rec_10_title,rec_10_id,rec_10_categories,rec_10_description
AHRFVCBHDPP3QHUU7L274ESVSPIA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Elvis 30 #1 Hits,B00006AG5N,"CDs & Vinyl, Rock, Oldies & Retro, Rockabilly",Mixed and mastered from the original master tape for optimum sound quality. The most superior and mo,Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Forty Licks,B00006IR69,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, 2CD set. Digitally remastered! Career-spanning, 40-track compile of classics., ",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Women & Children First,B00004Y6OA,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10","No Description AvailableNo Track Information Available, Media Type:, CD, Artist:, VAN HALEN, Title:,"
AGZV5RNGUT5E5VY54L5CAA6IQ5DA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Flying In A Blue Dream,B000002BWD,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10",Flying In A Blue Dream - Joe Satriani (CD 1997),In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Piece Of Mind,B000063DFQ,"CDs & Vinyl, Indie & Alternative, New Wave & Post-Punk, New Wave",nan,The Very Best Of The Rolling Stones 1964-1971,B005MQNDVK,"CDs & Vinyl, Pop",This incredible 16-track compilation features some of the bands most memorable hits spanning the yea,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi
AFHVJ65MH26N5EYT2CWL6DQOE3IQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Ultimate Manilow,B00005USBH,"CDs & Vinyl, Pop, Oldies, Traditional Pop","Ulimate Manilow, the greatest hits collection from the #1 Adult Contemporary artists of all time. Tr",Forty Licks,B00006IR69,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, 2CD set. Digitally remastered! Career-spanning, 40-track compile of classics., ",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Rush Remastered,B000001ES9,"CDs & Vinyl, Today's Deals in Music, Classic Rock, Album-Oriented Rock (AOR), CDs $7 - $10",Features 20-bit digital remastering from the original master tapes and enhanced packaging faithful t,Metallica,B000002H97,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, Metallica Black Album, Amazon.com, Called ""the Black Album"" by many (due to its",The Best of the Righteous Brothers: 20th Century Masters Millennium Collection,B000ICLT4Q,"CDs & Vinyl, R&B, Soul, Blue-Eyed Soul","The Righteous Brothers' MILLENIUM COLLECTION contains 14 hits including "" You've Lost That Lovin Fee"
AGPTKEC7MMEQFFLKEZKHB7RVWMZQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Ultimate Hits: Rock And Roll Never Forgets,B0043URV5U,"CDs & Vinyl, Rock",ULTIMATE HITS: ROCK AND ROLL NEVER FORGETS features Bob Segers top hits newly remastered plus two ex,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",I Want You Remastered,B0000060NN,"CDs & Vinyl, Dance & Electronic, Disco","First released in 1976, the sensual I Want You album continues to grow in stature and influence. Hig",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Stripped,B00006CXXU,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, Features guest appearances by Eve, Redman, and Dave Navarro. Track production b"
AEJZE4VZLLYKJQD2EYTUHN76ITZQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Get Lifted,B0002X314C,"CDs & Vinyl, R&B, Contemporary R&B",nan,Footloose 15th Anniversary Collectors' Edition,B00000D9VZ,"CDs & Vinyl, Today's Deals in Music, Soundtracks, Soundtracks General, CDs $7 - $10",One of the best-selling soundtracks of all time - now expanded and remastered; 8X platinum (10 weeks,Sign O' The Times,B000002LBM,"CDs & Vinyl, Pop, Dance Pop","Product description, 2CD set. Fearless 1987 double album of eclectic funk 'n' pop! Includes ""If I Wa",The Spirit Of Radio: Greatest Hits 1974-1987,B0000794FS,"CDs & Vinyl, Rock, Progressive, Progressive Metal","80-minutes of Rush, first evcer greatest hits collection by Rush, approved by the band. 16 track's f",Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",Love. Angel. Music. Baby.,B00064AEJW,"CDs & Vinyl, Pop, Adult Alternative","Product Description, In her own unique way, Gwen Stefani has managed to shift our culture since comi",Mahler: Symphony No. 7,B000001GNE,"CDs & Vinyl, Today's Deals in Music, Classical, Classical General, CDs $7 - $10","No Description AvailableNo Track Information Available, Media Type:, CD, Artist:, MAHLER,G., Title:,"
AGEVCDOY2X7MMFMLG7YTJKS4RZPQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Give Me the Night,B000002KLG,"CDs & Vinyl, Jazz, Smooth Jazz",CD - EAN 075992740623,Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",The Slim Shady       explicit_lyrics,B00000I5JQ,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","Product Description, NEED REF, Amazon.com, On, The Slim Shady LP, , Eminem wants it all. He's confli",Emotional Rescue,B000000W5J,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)",All our books are brand new. We ship worldwide,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Very Best Of,B002CGS00C,"CDs & Vinyl, Pop","2009 two CD compilation. Steely Dan have sold more than 30 million albums worldwide, and helped defi",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Forty Licks,B00006IR69,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, 2CD set. Digitally remastered! Career-spanning, 40-track compile of classics., "
AFLQNXKMH3WOV24QCTCAABBDIKAQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Private Press       Explicit Lyrics,B000067AT9,"CDs & Vinyl, Dance & Electronic, Turntablists","Product Description, The Private Press, DJShadow'sfirst full-length sol o album since Endtroducing, ",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",R U Still Down       Explicit Lyrics,B00000055E,"CDs & Vinyl, R&B, Soul","Product Description, Influential rapper Tupac Shakur (a.k.a. 2Pac) topped the charts with singles su",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",No Strings Attached,B00004NRPZ,"CDs & Vinyl, Pop, Adult Contemporary","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",Elvis 30 #1 Hits,B00006AG5N,"CDs & Vinyl, Rock, Oldies & Retro, Rockabilly",Mixed and mastered from the original master tape for optimum sound quality. The most superior and mo,Stripped,B00006CXXU,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, Features guest appearances by Eve, Redman, and Dave Navarro. Track production b"
AHY4BWBU5XM3LZ4C5GIOQZFQ3X5A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",No Strings Attached,B00004NRPZ,"CDs & Vinyl, Pop, Adult Contemporary","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, "
AHIFWGPYJGDSXHGES5ZYNPKVP35A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Young Hearts: Complete Greatest Hits,B0000C0FEQ,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)",nan,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Stripped,B00006CXXU,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, Features guest appearances by Eve, Redman, and Dave Navarro. Track production b",Enema Of The State       Explicit Lyrics,B00000IPAX,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Punk",nan,Unorthodox Jukebox       explicit_lyrics,B009IRVSVQ,"CDs & Vinyl, Pop","In October 2012, Mars premiered the first single, ""Locked Out of Heaven,"" from his highly-anticipate",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",X&Y,B0006L16N8,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, Coldplay's massively anticipated new album, X&Y, is the follow-up to 2002's 16-"
AHKJ2UOZSFBNYO623J76TACMKKXA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",F*** Everyone And Run,B01K89H3UC,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","British rock band Marillion, founded in 1979, have, over the course of 17 albums, become one of the ",The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",Re-Load,B000002HRE,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",Come Clean       Explicit Lyrics,B00005N8Z1,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Fred Durst brings you the debut release from his record label, flawless Entertainment: Puddle of Mud",Hejira,B000002GYC,"CDs & Vinyl, Today's Deals in Music, Pop, Singer-Songwriters, CDs $7 - $10","Product Description, The compelling character portraits on this 1976 LP (a #13 hit) are finely detai",The Breakthrough,B000BNTM32,"CDs & Vinyl, R&B, Contemporary R&B","Product description, No One Will Do About You Father In You 16 Total Tracks, Amazon.com, Nobody know",P,B000ANVQ64,"CDs & Vinyl, Pop, Dance Pop","Product Description, ""Inside every woman is a Pussycat Doll,"" says Robin Antin, the creator of the s"
AFXS66JIENKW7BKKXIWECOAQT35Q,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Enema Of The State       Explicit Lyrics,B00000IPAX,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Punk",nan,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Forty Licks,B00006IR69,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, 2CD set. Digitally remastered! Career-spanning, 40-track compile of classics., ",Unorthodox Jukebox       explicit_lyrics,B009IRVSVQ,"CDs & Vinyl, Pop","In October 2012, Mars premiered the first single, ""Locked Out of Heaven,"" from his highly-anticipate"
AHA7LK3PPGZDGGCXB6E3Y4P6RPIA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Flying In A Blue Dream,B000002BWD,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10",Flying In A Blue Dream - Joe Satriani (CD 1997),Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Enema Of The State       Explicit Lyrics,B00000IPAX,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Punk",nan,Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up "
AFJSPQQEN3SUBYG4PVRB6NXLI2FA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Cars - Complete Greatest Hits,B00005Y1XY,"CDs & Vinyl, Indie & Alternative, New Wave & Post-Punk, New Wave","Product Description, Certified Multi-Platinum (6 times) by the RIAA. (4/02), Amazon.com, If rock's m",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co",The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",In The Court Of Std,B00065MDRW,"CDs & Vinyl, Rock, Progressive, Progressive Rock",Remastered edition of King Crimson's seminal album IN THE COURT OF THE CRIMSON KING.,The Definitive Collection,B000FKO5I8,"CDs & Vinyl, International Music, Europe, Britain & Ireland, Britain","Thin Lizzy, THE DEFINITIVE COLLECTION, presents eighteen of the band's most celebrated recordings. E",Rush Remastered,B000001ES9,"CDs & Vinyl, Today's Deals in Music, Classic Rock, Album-Oriented Rock (AOR), CDs $7 - $10",Features 20-bit digital remastering from the original master tapes and enhanced packaging faithful t
AEGA3VS4RXCRQ6VXCGUE2KOI4D2A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Gladiator,B00004STPT,"CDs & Vinyl, Soundtracks, Movie Scores","Product description, No Description AvailableNo Track Information Available, Media Type:, CD, Artist",His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Get Rich Or Die Tryin'       Explicit Lyrics,B000084T18,"CDs & Vinyl, Rap & Hip-Hop, East Coast",50 cents debut promises to set the pace for hip-ho p in coming years. The product of his un-relentin,Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",Flying In A Blue Dream,B000002BWD,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10",Flying In A Blue Dream - Joe Satriani (CD 1997),The 7 Day Theory Explicit Version       Explicit Lyrics,B00005AQGH,"CDs & Vinyl, R&B, Funk",nan,Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This ",Chicken N Beer       Explicit Lyrics,B0000AQS1A,"CDs & Vinyl, Rap & Hip-Hop, Pop Rap","Ludacris--2, Bill O'Reilly--1. The dis is mightier than the sword, and Ludacris wastes no time berat"
AEQ4QIQ6XP5C3KOBRXRH7KV2KQPQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",How I Do,B00005LB1H,"CDs & Vinyl, R&B, Soul","Product description, Res ~ How I Do, Amazon.com, A musical sorority sister of, Alicia Keys, and, Ang",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",In The Court Of Std,B00065MDRW,"CDs & Vinyl, Rock, Progressive, Progressive Rock",Remastered edition of King Crimson's seminal album IN THE COURT OF THE CRIMSON KING.,Stripped,B00006CXXU,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, Features guest appearances by Eve, Redman, and Dave Navarro. Track production b"
